rating,date,content,content_preprocess,content_len,content_word_count,year,month,weekday,sentiment,bow_가다,bow_가볍다,bow_감동,bow_기대,bow_꾸다,bow_내용,bow_동화,bow_따뜻하다,bow_마음,bow_받다,bow_백화점,bow_베스트셀러,bow_상상력,bow_생각,bow_선물,bow_소설,bow_소재,bow_시간,bow_신선하다,bow_아이,bow_이야기,bow_읽히다,bow_자다,bow_재미,bow_재미있다,bow_재밌다,bow_좋다,bow_주문,bow_추천,bow_흥미롭다
5.0,2021-05-02,판타지와 현실교훈의 적절한 조화! 읽는내내 재밌고 유쾌해요,판타지 현실 교훈 적절하다 조화 재밌다 유쾌하다,32,7,2021,5,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-04-29,이 책에서 실제로 한 번씩은 꿔봤던 꿈들이 어떻게 만들어지는지 의미가 무엇인지 알려줘서,실제 번 꾸다 꿈 어떻다 만들어지다 의미 무엇 알다,48,12,2021,4,3,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2020-10-30,추천사에 비해선 그냥 평범한거 같은데;; 나만 그른가,추천사 비 선 그냥 평범하다 나 그른,29,7,2020,10,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2021-08-19,다시 읽어봐야 할듯 하네요 전 별로 재미 없던데 ㅠㅠ,다시 전 별로 재미,29,9,2021,8,3,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2021-01-04,"쉽고재미있게읽히는책,베스트셀러라고해서 구입  다수의생각과 다른 나를 또한번 발견한시간",쉬다 재미있다 읽히다 베스트셀러 구입 다수 생각 다른 나르다 번 발견 시간,47,7,2021,1,0,negative,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5.0,2021-11-11,재미있게 잘 읽었습니다.,재미있다 자다,13,3,2021,11,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.0,2021-09-13,읽는 내내 소중한 시간을 보낸 기분입니다. 재밌습니다,내내 소중하다 시간 보내다 기분 재밌다,29,7,2021,9,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-06-11,단숨에 읽은 책. 실제로 달러구트 꿈 백화점이 있기를 소망하며 편안한 잠을 잤습니다.,단숨 실제 달러 구트 꿈 백화점 소망 편안하다 잠 자다,47,12,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-04-22,책이 도착하자마자 하루만에 읽었다. 적극 추천!!,도착 자마자 하루 적극 추천,27,6,2021,4,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,2021-07-03,한국의 해리포터...이런 마케팅에... 제 기대가 너무 컸어요.,한국 해리포터 이렇다 마케팅 제 기대 크다,35,7,2021,7,5,neutral,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2020-12-21,감동적인 부분이 있긴 한데 평범합니다. 소재는 분명 신선한데 식은 호빵을 먹는 기분?,감동 부분 평범하다 소재 분명 신선하다 식다 호빵 먹다 기분,47,12,2020,12,0,neutral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-07,잘 읽겠습니당,자다 습 니당다,7,2,2021,6,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-06-01,재밌어요 4번 읽음,재밌다 4 번,10,3,2021,6,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-30,너무 재밌어요 베스트는 베스트인 이유가 있네요,재밌다 베스트 베스트 이유,25,6,2021,5,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-29,편하게 읽을만해요,편하다 만해,9,2,2021,5,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-05-28,읽어보니 딸에게도 추천할 만한 책이네요,딸 추천 만 요,21,5,2021,5,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,2021-05-18,술술읽히네요,술술 읽히다,6,1,2021,5,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.0,2021-05-13,잘보고있어요,,6,1,2021,5,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-05-13,재밌게 봤어요,재밌다,7,2,2021,5,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-12,재밌습니자,재밌다 습 자,5,1,2021,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-11,재밌어요.,재밌다,5,1,2021,5,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-09,좋아요 좋아요 좋아요 좋아요,좋다 좋다 좋다 좋다,15,4,2021,5,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
5.0,2021-05-06,좋음,좋다,2,1,2021,5,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2021-05-05,재밌어요,재밌다,4,1,2021,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-05-05,너무 재밌게 읽었고 마지막엔 눈물 흘리면서 읽었어요.. 후속작도 나왔으면 좋겠어요~,재밌다 마지막 눈물 흘리다 후속작 좋다,46,10,2021,5,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5.0,2021-05-02,중학생 읽고 또 읽고.몰입도가 좋은 책,중학생 또 몰입도 좋다,21,6,2021,5,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2021-05-02,어릴때 동화책 읽던 그 느낌,어리다 때 동화책,15,5,2021,5,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-05-01,배송도 빠르고 너무 좋습니다,배송 빠르다 좋다,15,4,2021,5,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2021-05-01,오랜만에 집중해서 책을 읽었습니다!!,만 집중,20,4,2021,5,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-04-29,너무재밋어용,무재 밋 용,6,1,2021,4,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-04-29,미소지으며 읽어내려갈 수 있느 기분좋은 소설이었습니다.,미소 지다 내려가다 기분 좋다 소설,30,6,2021,4,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2021-04-28,잘받았습니다 좋아요,받다 좋다,10,2,2021,4,2,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,2021-04-26,몽글몽글 포근한 소설!너무 재밌게 봤어요^^,포근하다 소설 재밌다,24,5,2021,4,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-04-22,재밌어요ㅡㅡ,재밌다,6,1,2021,4,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-04-21,재밌어요,재밌다,4,1,2021,4,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-04-12,꿈이 두렵지 않게,꿈 두렵다,9,3,2021,4,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-04-10,재미있게 잘 읽어지는 책이네요. 끝부분이 조금 아쉽지만 재미있었습니다,재미있다 자다 요 끝 부분 조금 아쉽다 재미있다,38,8,2021,4,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
5.0,2021-01-26,딸과 같이 읽으려구요.기대됩니다.,딸 구 기대,18,3,2021,1,1,positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2021-05-04,시리즈로 나오면 좋을듯 싶네요,시리즈 좋다,16,4,2021,5,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,2021-04-29,내가 주문하고 아들에게 빼앗긴 책,내 주문 아들 빼앗기다,18,5,2021,4,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2021-04-28,재밌어요,재밌다,4,1,2021,4,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2021-08-30,베스트셀러까진 아닌것 같은데?그저그래요ㅎ 뒤에 무슨내용이 더 있을까 하고 봤는데 없네요,베스트셀러 그렇다 뒤 내용,48,10,2021,8,0,neutral,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2021-08-04,생각보다 흥미롭지는 않은 것 같아요,생각 흥미롭다,19,5,2021,8,2,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2021-08-02,이거저거 섞어놓은듯한 느낌도 들고 뭔가 너무 꾸며진듯한 기분. 겨우겨우 완독했음.,거저 거 섞다 듯 뭔가 꾸미다 기분 겨우 겨우 완독,45,10,2021,8,0,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2021-03-25,"베스트라 구입해봤는데, 저에게는 흡입력이 조금 떨어지네요.",베스트 구입 해봤다 흡입 조금 떨어지다,32,6,2021,3,3,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2020-11-06,소재는 재미있으나 한권으로 되어있어서 그런지 디테일이 부족하다는 생각이 드네요,소재 재미있다 권 되어다 그렇다 디테 일이 부족하다 생각 드네,43,9,2020,11,4,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2024-01-15,"초6딸, 내용이 초반부터 빨려들어간다고 너무 좋아합니다.",초 6 딸 내용 초반 빨다 들어가다 좋아하다,31,6,2024,1,0,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2023-12-23,꿈에 대한 진지한 고찰과 인간사회에 대한 고민이 담겨있네요,꿈 대한 진지하다 고찰 인간 사회 대한 고민 담기다,32,8,2023,12,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-12-28,재미있게 읽은 책,재미있다,9,3,2021,12,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2021-11-07,감사합니다 잘읽었습니다,감사하다,12,2,2021,11,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-10-06,추천합니다.,추천,6,1,2021,10,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,2021-09-15,재밌게 잘봤습니다,재밌다,9,2,2021,9,2,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-08-26,어른들이 읽기에도 여러 가지 생각할 거리가 있는 책이네여,어른 여러 가지 생각 거리 여,31,8,2021,8,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-08-22,고2딸래미 휴식시간에 읽겠다고 주문,고 2 딸 래미 휴식시간 주문,19,4,2021,8,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2021-07-13,재밋어요~!!,재밋어,7,1,2021,7,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-07-10,재밋슴다,재밋슴다,4,1,2021,7,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-07-08,방학 기념 책을 오랜만에 읽었습니다 재밌어요 다른 사람한테 추천해줘도 될 것 같아요,방학 기념 만 재밌다 다른 사람 추천 해주다,46,12,2021,7,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.0,2021-07-05,재밌어요.,재밌다,5,1,2021,7,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-07-04,술술 읽히고 재밌어서 추천 많이 했어요,술술 읽히다 재밌다 추천,21,6,2021,7,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5.0,2021-07-03,재밌게 잘 읽었어요,재밌다 자다,10,3,2021,7,5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.0,2021-06-18,재미있어요,재미있다,5,1,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2021-06-14,소재도 독특하고 재밌어요.,소재 독특하다 재밌다,14,3,2021,6,0,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-06-13,정말 기대하고 구매했습니다.. 재미있게 잘 읽어질것 같아요,기대하다 재미있다 자다,32,7,2021,6,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.0,2021-06-13,아이가 그자리에서 다 읽네요,아이 자리,15,4,2021,6,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-11,재밌어요,재밌다,4,1,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-06-11,넘 재미있게 잘  읽었습니다,넘다 재미있다 자다,15,4,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.0,2021-06-11,오랫만에 재미있는 책을 만났네요. 적극 추천합니다,만 재미있다 만나다 적극 추천,27,6,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5.0,2021-06-10,재미있어요-~^^,재미있다,9,1,2021,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.0,2021-06-10,잘 읽겠습니다.,자다,8,2,2021,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-06-07,기발한 상상력 그 안에 따뜻한 위로가 있는 책이었어요,기발하다 상상력 안 따뜻하다 위로,29,8,2021,6,0,positive,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-06,재밌게 읽었어요.,재밌다,9,2,2021,6,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,2021-06-06,주변에서 많이 추천받아서 구입하게 되었어요. 기대됩니다!,주변 추천 받다 구입 되어다 기대,31,6,2021,6,6,positive,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,2021-06-06,아이가 재미있었는지 단숨에 다 읽었습니다.,아이 재미있다 단숨,23,5,2021,6,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.0,2021-06-04,잘 받았습니다.  넘넘 기대돼요~~^^,자다 받다 넘다 넘다 기대 돼다,21,4,2021,6,4,positive,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,2021-06-04,초등5학년 아들을 위한 책.잼있어 하네요,초등 5 학년 아들 위 재다,22,5,2021,6,4,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-04,잊고있었던 꿈을 다시 꾸게 되었어요. 코로나블루로 지친 마음에 힐링되는 책이에요.,잊다 꿈 다시 꾸다 되어다 코로나 블루 지치다 마음 힐링,45,10,2021,6,4,positive,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-03,완전 강추합니다^^,완전 강 추하다,10,2,2021,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-03,딸아이가 원해서 구입한 도서입니다. 재미있게 읽는 모습이 보기 좋으네요.,딸아이 원하다 구입 도서 재미있다 모습 보기 좋다,40,9,2021,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.0,2021-06-03,아들 독서서평책으로 구매,아들 독서 서평,13,3,2021,6,3,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2021-06-01,재밌게 읽었어요 추천합니다.,재밌다 추천,15,3,2021,6,1,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
